Index,Timestamp,lat,long,Obs1_bird_dist,Shoot_bird_dist,Habitat_Primary,Habitat_Under_Dom1,Habitat_Under_Dom2,SocialGroup,Target,TarSpp,Scientific,BirdTree,Alarm_Presence,Alarm_Qty,Alarm_Spp,Alarm_Sex,Alarm_Conspecific,abundance,richness,Angle,Tar_Sex,Proximity,alarm,Audio_React,Flight_dist,Flight_apex,Flight_proximity,Pre_Bird_Height,Forage_Tree_height,Veg_dense_under,Veg_Under_Avg,Veg_under_height,Pre_Bird_Dense,Bird_Dense_Avg,Pre_Vocal,Pre_Behav,Mid_Vocal,Mid_Behav,Post_Vocal,Post_Behav,Freeze_Time_sec,Post_Dist,Post_Bird_Height,Post_Bird_Dense,Post_Dense_Avg,Veg_mid_low,Veg_mid_high,Veg_can_low,Veg_can_high,Rad_01,Rad_02,Rad_03,Rad_04,Rad_05,Rad_06,Rad_07,Rad_08,Rad_09,Rad_10,Rad_10_Avg,flock
670,240715-095829,-12.1671,-69.0756,18,18,Secundario,Arboles,Palmeras,msf,0,haru,,,,,,,,,,8,m,20,,c,8,5,13,2,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,9,14,23,na,na,na,na,na,na,na,na,na,na,0,na
671,240715-095829,-12.1671,-69.0756,18,18,Secundario,Arboles,Palmeras,msf,0,haru,,,,,,,,,,320,f,19,,c,8,5,13,1,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,9,14,23,na,na,na,na,na,na,na,na,na,na,0,na
672,240715-095829,-12.1671,-69.0756,18,18,Secundario,Arboles,Palmeras,msf,0,cace,,,,,,,,,,150,u,8,,c,8,5,13,12,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,9,14,23,na,na,na,na,na,na,na,na,na,na,0,na
673,240715-095829,-12.1671,-69.0756,18,18,Secundario,Arboles,Palmeras,msf,0,cace,,,,,,,,,,166,u,8,,q,8,5,13,14,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,9,14,23,na,na,na,na,na,na,na,na,na,na,0,na
674,240715-095829,-12.1671,-69.0756,18,18,Secundario,Arboles,Palmeras,msf,0,cace,,,,,,,,,,191,u,9,,q,8,5,13,14,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,9,14,23,na,na,na,na,na,na,na,na,na,na,0,na
675,240715-095829,-12.1671,-69.0756,18,18,Secundario,Arboles,Palmeras,msf,0,pher,,,,,,,,,,280,u,7,,q,8,5,13,11,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,9,14,23,na,na,na,na,na,na,na,na,na,na,0,na
676,240715-103352,-12.1651,-69.0768,na,na,Secundario,Arboles,Shrub,msf,1,momo,,,1,1,haru,m,1,12,6,0,u,6,,q,5,8,12,7,7,4421,2.75,2,0000,0,q,sit,q,sit,q,sit,0,0,7,0000,0,0,0,14,20,3,2,1,1,1,1,1,1,1,1,1.3,na
677,240715-103352,-12.1651,-69.0768,na,na,Secundario,Arboles,Shrub,msf,0,momo,,,,,,,,,,226,u,8,,q,5,8,12,8,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,14,20,na,na,na,na,na,na,na,na,na,na,0,na
678,240715-103352,-12.1651,-69.0768,na,na,Secundario,Arboles,Shrub,msf,0,haru,,,,,,,,,,138,m,11,,a,5,8,12,3,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,14,20,na,na,na,na,na,na,na,na,na,na,0,na
679,240715-103352,-12.1651,-69.0768,na,na,Secundario,Arboles,Shrub,msf,0,sigr,,,,,,,,,,160,u,6,,q,5,8,12,4,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,14,20,na,na,na,na,na,na,na,na,na,na,0,na
680,240715-103352,-12.1651,-69.0768,na,na,Secundario,Arboles,Shrub,msf,0,sigr,,,,,,,,,,160,u,6,,q,5,8,12,9,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,14,20,na,na,na,na,na,na,na,na,na,na,0,na
681,240715-103352,-12.1651,-69.0768,na,na,Secundario,Arboles,Shrub,msf,0,sigr,,,,,,,,,,160,u,6,,q,5,8,12,14,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,14,20,na,na,na,na,na,na,na,na,na,na,0,na
682,240715-103352,-12.1651,-69.0768,na,na,Secundario,Arboles,Shrub,msf,0,haru,,,,,,,,,,149,u,13,,c,5,8,12,4,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,14,20,na,na,na,na,na,na,na,na,na,na,0,na
683,240715-103352,-12.1651,-69.0768,na,na,Secundario,Arboles,Shrub,msf,0,mylo,,,,,,,,,,242,u,18,,c,5,8,12,6,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,14,20,na,na,na,na,na,na,na,na,na,na,0,na
684,240715-103352,-12.1651,-69.0768,na,na,Secundario,Arboles,Shrub,msf,0,thar,,,,,,,,,,324,m,18,,q,5,8,12,4,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,14,20,na,na,na,na,na,na,na,na,na,na,0,na
685,240715-103352,-12.1651,-69.0768,na,na,Secundario,Arboles,Shrub,msf,0,thar,,,,,,,,,,333,f,16,,q,5,8,12,2,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,14,20,na,na,na,na,na,na,na,na,na,na,0,na
686,240715-103352,-12.1651,-69.0768,na,na,Secundario,Arboles,Shrub,msf,0,trco,,,,,,,,,,222,m,8,,s,5,8,12,8,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,14,20,na,na,na,na,na,na,na,na,na,na,0,na
687,240715-103352,-12.1651,-69.0768,na,na,Secundario,Arboles,Shrub,msf,0,trco,,,,,,,,,,240,f,13,,q,5,8,12,8,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,14,20,na,na,na,na,na,na,na,na,na,na,0,na
688,240715-103856,-12.1651,-69.0769,5,6,Secundario,Arboles,Lianas,solo,1,mymy,,,0,0,none,n,0,1,1,0,m,3,,q,6,3,14,0,0,4432,3.25,2,4432,3.25,c,gl,q,fz,q,dv,rec,0,0,4423,3.25,10,15,22,30,4,3,3,2,2,2,1,2,2,2,2.3,na
689,240715-113846,-12.1629,-69.0795,14,14,Secundario,Palmeras,Arboles,msf,1,thar,,,0,0,none,n,0,11,9,0,f,6,,c,3,4,8,3,5,2216,2.75,1,0011,0.5,c,vig,c/a,dv,c,vig,0,11,3,3210,1.5,6,8,19,25,3,3,2,2,1,2,2,2,2,2,2.1,na
690,240715-113846,-12.1629,-69.0795,14,14,Secundario,Palmeras,Arboles,msf,0,mylo,,,,,,,,,,252,m,4,,c,3,4,8,4,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,8,19,25,na,na,na,na,na,na,na,na,na,na,0,na
691,240715-113846,-12.1629,-69.0795,14,14,Secundario,Palmeras,Arboles,msf,0,mylo,,,,,,,,,,40,f,8,,q,3,4,8,5,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,8,19,25,na,na,na,na,na,na,na,na,na,na,0,na
692,240715-113846,-12.1629,-69.0795,14,14,Secundario,Palmeras,Arboles,msf,0,sigr,,,,,,,,,,190,u,7,,q,3,4,8,5,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,8,19,25,na,na,na,na,na,na,na,na,na,na,0,na
693,240715-113846,-12.1629,-69.0795,14,14,Secundario,Palmeras,Arboles,msf,0,xiel,,,,,,,,,,221,u,11,,q,3,4,8,6,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,8,19,25,na,na,na,na,na,na,na,na,na,na,0,na
694,240715-113846,-12.1629,-69.0795,14,14,Secundario,Palmeras,Arboles,msf,0,glsp,,,,,,,,,,89,u,3,,q,3,4,8,2,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,8,19,25,na,na,na,na,na,na,na,na,na,na,0,na
695,240715-113846,-12.1629,-69.0795,14,14,Secundario,Palmeras,Arboles,msf,0,momo,,,,,,,,,,108,u,10,,q,3,4,8,9,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,8,19,25,na,na,na,na,na,na,na,na,na,na,0,na
696,240715-113846,-12.1629,-69.0795,14,14,Secundario,Palmeras,Arboles,msf,0,pher,,,,,,,,,,109,u,11,,q,3,4,8,9,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,8,19,25,na,na,na,na,na,na,na,na,na,na,0,na
697,240715-113846,-12.1629,-69.0795,14,14,Secundario,Palmeras,Arboles,msf,0,haru,,,,,,,,,,241,m,5,,q,3,4,8,3,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,8,19,25,na,na,na,na,na,na,na,na,na,na,0,na
698,240715-113846,-12.1629,-69.0795,14,14,Secundario,Palmeras,Arboles,msf,0,haru,,,,,,,,,,246,f,7,,q,3,4,8,3,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,8,19,25,na,na,na,na,na,na,na,na,na,na,0,na
699,240715-113846,-12.1629,-69.0795,14,14,Secundario,Palmeras,Arboles,msf,0,xiel,,,,,,,,,,50,u,17,,q,3,4,8,4,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,8,19,25,na,na,na,na,na,na,na,na,na,na,0,na
700,240715-130136,-12.1823,-69.0780,5,6,Secundario,Arboles,Palmeras,msf,1,haru,,,1,2,haru,m,1,9,7,0,m,4,,a,6,4,16,2,6,3321,2.25,1,2210,1.25,c,gl,a,vs,c,vig,0,0,2,2210,1.25,7,15,17,30,3,3,2,2,1,2,2,2,2,2,2.1,na
701,240715-130136,-12.1823,-69.0780,5,6,Secundario,Arboles,Palmeras,msf,0,haru,,,,,,,,,,171,f,8,,a,6,4,16,6,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,15,17,30,na,na,na,na,na,na,na,na,na,na,0,na
702,240715-130136,-12.1823,-69.0780,5,6,Secundario,Arboles,Palmeras,msf,0,sche,,,,,,,,,,108,m,5,,q,6,4,16,1,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,15,17,30,na,na,na,na,na,na,na,na,na,na,0,na
703,240715-130136,-12.1823,-69.0780,5,6,Secundario,Arboles,Palmeras,msf,0,pahy,,,,,,,,,,159,u,14,,q,6,4,16,7,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,15,17,30,na,na,na,na,na,na,na,na,na,na,0,na
704,240715-130136,-12.1823,-69.0780,5,6,Secundario,Arboles,Palmeras,msf,0,pher,,,,,,,,,,162,u,11,,q,6,4,16,8,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,15,17,30,na,na,na,na,na,na,na,na,na,na,0,na
705,240715-130136,-12.1823,-69.0780,5,6,Secundario,Arboles,Palmeras,msf,0,mylo,,,,,,,,,,80,m,10,,q,6,4,16,2,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,15,17,30,na,na,na,na,na,na,na,na,na,na,0,na
706,240715-130136,-12.1823,-69.0780,5,6,Secundario,Arboles,Palmeras,msf,0,mylo,,,,,,,,,,74,f,11,,q,6,4,16,2,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,15,17,30,na,na,na,na,na,na,na,na,na,na,0,na
707,240715-130136,-12.1823,-69.0780,5,6,Secundario,Arboles,Palmeras,msf,0,xiel,,,,,,,,,,310,u,12,,q,6,4,16,6,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,15,17,30,na,na,na,na,na,na,na,na,na,na,0,na
708,240715-130136,-12.1823,-69.0780,5,6,Secundario,Arboles,Palmeras,msf,0,mymy,,,,,,,,,,284,u,6,,c,6,4,16,0,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,15,17,30,na,na,na,na,na,na,na,na,na,na,0,na
709,240716-085555,-12.1881,-69.0825,9,10,Secundario,Lianas,Palmeras,msf,1,caru,,,1,2,haru,u,1,9,5,0,m,5,,q,5,7,8,12,24,1021,1,2,1002,0.75,q,hammer,q,hd,q,fz,rec,0,12,0010,0.25,0,0,15,20,2,3,2,1,1,1,1,2,1,1,1.5,na
710,240716-085555,-12.1881,-69.0825,9,10,Secundario,Lianas,Palmeras,msf,0,caru,,,,,,,,,,360,f,16,,q,5,7,8,14,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,15,20,na,na,na,na,na,na,na,na,na,na,0,na
711,240716-085555,-12.1881,-69.0825,9,10,Secundario,Lianas,Palmeras,msf,0,haru,,,,,,,,,,30,u,7,,a,5,7,8,2,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,15,20,na,na,na,na,na,na,na,na,na,na,0,na
712,240716-085555,-12.1881,-69.0825,9,10,Secundario,Lianas,Palmeras,msf,0,haru,,,,,,,,,,24,u,9,,a,5,7,8,2,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,15,20,na,na,na,na,na,na,na,na,na,na,0,na
713,240716-085555,-12.1881,-69.0825,9,10,Secundario,Lianas,Palmeras,msf,0,thar,,,,,,,,,,72,u,19,,c,5,7,8,4,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,15,20,na,na,na,na,na,na,na,na,na,na,0,na
714,240716-085555,-12.1881,-69.0825,9,10,Secundario,Lianas,Palmeras,msf,0,thar,,,,,,,,,,91,u,22,,q,5,7,8,4,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,15,20,na,na,na,na,na,na,na,na,na,na,0,na
715,240716-085555,-12.1881,-69.0825,9,10,Secundario,Lianas,Palmeras,msf,0,mylo,,,,,,,,,,296,u,19,,c,5,7,8,5,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,15,20,na,na,na,na,na,na,na,na,na,na,0,na
716,240716-085555,-12.1881,-69.0825,9,10,Secundario,Lianas,Palmeras,msf,0,mylo,,,,,,,,,,280,u,24,,c,5,7,8,4,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,15,20,na,na,na,na,na,na,na,na,na,na,0,na
717,240716-085555,-12.1881,-69.0825,9,10,Secundario,Lianas,Palmeras,msf,0,epam,,,,,,,,,,129,u,17,,c,5,7,8,9,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,15,20,na,na,na,na,na,na,na,na,na,na,0,na
718,240716-102240,-12.1682,-69.0805,5,5,Secundario,Palmeras,Lianas,ant,1,onsa,,,0,0,none,n,0,13,5,0,m,3,,q,5,2,7,2,3,3333,3,2,3211,1.75,c,vig,q,dv,q,vig,0,8,0,4432,3.25,7,10,13,24,3,4,2,2,1,2,3,3,3,3,2.6,na
719,240716-102240,-12.1682,-69.0805,5,5,Secundario,Palmeras,Lianas,ant,0,onsa,,,,,,,,,,190,f,6,,q,5,2,7,2,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,10,13,24,na,na,na,na,na,na,na,na,na,na,0,na
720,240716-102240,-12.1682,-69.0805,5,5,Secundario,Palmeras,Lianas,ant,0,onsa,,,,,,,,,,95,m,9,,q,5,2,7,1,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,10,13,24,na,na,na,na,na,na,na,na,na,na,0,na
721,240716-102240,-12.1682,-69.0805,5,5,Secundario,Palmeras,Lianas,ant,0,sche,,,,,,,,,,253,m,10,,q,5,2,7,0,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,10,13,24,na,na,na,na,na,na,na,na,na,na,0,na
722,240716-102240,-12.1682,-69.0805,5,5,Secundario,Palmeras,Lianas,ant,0,sche,,,,,,,,,,258,f,11,,q,5,2,7,1,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,10,13,24,na,na,na,na,na,na,na,na,na,na,0,na
723,240716-102240,-12.1682,-69.0805,5,5,Secundario,Palmeras,Lianas,ant,0,wipo,,,,,,,,,,282,m,6,,q,5,2,7,2,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,10,13,24,na,na,na,na,na,na,na,na,na,na,0,na
724,240716-102240,-12.1682,-69.0805,5,5,Secundario,Palmeras,Lianas,ant,0,wipo,,,,,,,,,,260,f,7,,q,5,2,7,1,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,10,13,24,na,na,na,na,na,na,na,na,na,na,0,na
725,240716-102240,-12.1682,-69.0805,5,5,Secundario,Palmeras,Lianas,ant,0,wipo,,,,,,,,,,341,m,13,,q,5,2,7,3,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,10,13,24,na,na,na,na,na,na,na,na,na,na,0,na
726,240716-102240,-12.1682,-69.0805,5,5,Secundario,Palmeras,Lianas,ant,0,wipo,,,,,,,,,,17,f,13,,q,5,2,7,1,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,10,13,24,na,na,na,na,na,na,na,na,na,na,0,na
727,240716-102240,-12.1682,-69.0805,5,5,Secundario,Palmeras,Lianas,ant,0,foco,,,,,,,,,,340,u,6,,q,5,2,7,0,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,10,13,24,na,na,na,na,na,na,na,na,na,na,0,na
728,240716-102240,-12.1682,-69.0805,5,5,Secundario,Palmeras,Lianas,ant,0,foco,,,,,,,,,,90,u,4,,q,5,2,7,0,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,10,13,24,na,na,na,na,na,na,na,na,na,na,0,na
729,240716-102240,-12.1682,-69.0805,5,5,Secundario,Palmeras,Lianas,ant,0,peja,,,,,,,,,,214,u,12,,q,5,2,7,3,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,10,13,24,na,na,na,na,na,na,na,na,na,na,0,na
730,240716-102240,-12.1682,-69.0805,5,5,Secundario,Palmeras,Lianas,ant,0,peja,,,,,,,,,,216,u,12,,q,5,2,7,3,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,10,13,24,na,na,na,na,na,na,na,na,na,na,0,na
731,240717-065921,-12.1896,-69.0840,13,13,Secundario,Palmeras,Arboles,msf,1,thar,,,0,0,none,n,0,5,3,0,m,2,,c,5,5,12,4,6,3220,1.75,2,2001,0.75,c,sally glean,c/a,dv,c,vig,0,8,2,3310,1.75,8,15,27,35,3,2,1,2,3,2,1,1,1,1,1.7,na
732,240717-065921,-12.1896,-69.0840,13,13,Secundario,Palmeras,Arboles,msf,0,thar,,,,,,,,,,21,f,14,,q,5,5,12,3,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,15,27,35,na,na,na,na,na,na,na,na,na,na,0,na
733,240717-065921,-12.1896,-69.0840,13,13,Secundario,Palmeras,Arboles,msf,0,mylo,,,,,,,,,,90,m,9,,q,5,5,12,4,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,15,27,35,na,na,na,na,na,na,na,na,na,na,0,na
734,240717-065921,-12.1896,-69.0840,13,13,Secundario,Palmeras,Arboles,msf,0,mylo,,,,,,,,,,150,f,3,,c,5,5,12,5,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,15,27,35,na,na,na,na,na,na,na,na,na,na,0,na
735,240717-065921,-12.1896,-69.0840,13,13,Secundario,Palmeras,Arboles,msf,0,xigu,,,,,,,,,,272,u,12,,c,5,5,12,5,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,15,27,35,na,na,na,na,na,na,na,na,na,na,0,na
736,240717-085644,-12.1888,-69.0827,8,8,Secundario,Shrub,Palmeras,ssf,1,haru,,,1,1,haru,m,1,3,1,0,m,2,,a,3,4,9,2,4,0120,0.75,2,2100,0.75,c,vig,a,dv,c,mob,0,4,3,2210,1.25,5,11,22,27,2,2,2,1,2,3,3,2,2,2,2.1,na
737,240717-085644,-12.1888,-69.0827,8,8,Secundario,Shrub,Palmeras,ssf,0,haru,,,,,,,,,,305,f,7,,q,3,4,9,4,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,11,22,27,na,na,na,na,na,na,na,na,na,na,0,na
738,240717-085644,-12.1888,-69.0827,8,8,Secundario,Shrub,Palmeras,ssf,0,haru,,,,,,,,,,284,m,9,,q,3,4,9,3,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,11,22,27,na,na,na,na,na,na,na,na,na,na,0,na
739,240720-094018,-12.6564,-69.1520,8,8,Agricultura,Lianas,Bamboo,solo,1,sygu,,,0,0,none,n,0,1,1,0,u,3,,q,3,3,9,1,3,4431,3,3,4431,3,s,gl,q,fz,s,u,rec,0,1,4431,3,3,4,0,0,3,2,1,1,0,0,0,0,0,0,0.7,na
740,240720-104156,-12.6622,-69.1562,9,9,Agricultura,Shrub,Bamboo,msf,1,sygu,,,0,0,none,n,0,6,3,0,u,3,,c,2,4,10,0,0,3022,1.75,3,3022,1.75,c,ground dead leaf,c,dv,c,ground dead leaf,0,2,0,3442,3.25,3,6,7,13,4,3,3,2,2,1,1,1,1,1,1.9,na
741,240720-104156,-12.6622,-69.1562,9,9,Agricultura,Shrub,Bamboo,msf,0,sygu,,,,,,,,,,63,u,1,,q,2,4,10,1,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,6,7,13,na,na,na,na,na,na,na,na,na,na,0,na
742,240720-104156,-12.6622,-69.1562,9,9,Agricultura,Shrub,Bamboo,msf,0,phge,,,,,,,,,,227,u,12,,c,2,4,10,2,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,6,7,13,na,na,na,na,na,na,na,na,na,na,0,na
743,240720-104156,-12.6622,-69.1562,9,9,Agricultura,Shrub,Bamboo,msf,0,phge,,,,,,,,,,232,u,14,,c,2,4,10,1,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,6,7,13,na,na,na,na,na,na,na,na,na,na,0,na
744,240720-104156,-12.6622,-69.1562,9,9,Agricultura,Shrub,Bamboo,msf,0,phge,,,,,,,,,,268,u,11,,c,2,4,10,1,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,6,7,13,na,na,na,na,na,na,na,na,na,na,0,na
745,240720-104156,-12.6622,-69.1562,9,9,Agricultura,Shrub,Bamboo,msf,0,thdo,,,,,,,,,,182,u,20,,q,2,4,10,3,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,6,7,13,na,na,na,na,na,na,na,na,na,na,0,na
746,240720-111712,-12.6669,-69.1585,14,14,Agricultura,Grass,Shrub,pair,1,tyme,,,0,0,none,n,0,2,1,0,u,5,,q,6,4,14,2,2,2222,2,1,0000,0,q,vig,q,fz,q,dv,rec,3,2,0001,0.25,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0.5,na
747,240720-111712,-12.6669,-69.1585,14,14,Agricultura,Grass,Shrub,pair,0,tyme,,,,,,,,,,175,u,8,,q,6,4,14,2,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,0,0,na,na,na,na,na,na,na,na,na,na,0,na
748,240720-131431,-12.6778,-69.1682,12,12,Agricultura,Bamboo,Grass,ssf,1,cran,,,0,0,none,n,0,12,1,0,u,3,,c,5,3,14,2,2,3223,2.5,2,2210,1.25,c,forage,c,dv,c,join group,0,3,0,3343,3.25,2,5,0,0,2,2,2,1,0,0,0,0,0,0,0.7,na
749,240720-131431,-12.6778,-69.1682,12,12,Agricultura,Bamboo,Grass,ssf,0,cran,,,,,,,,,,140,u,1,,c,5,3,14,1,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,5,0,0,na,na,na,na,na,na,na,na,na,na,0,na
750,240720-131431,-12.6778,-69.1682,12,12,Agricultura,Bamboo,Grass,ssf,0,cran,,,,,,,,,,240,u,3,,c,5,3,14,0,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,5,0,0,na,na,na,na,na,na,na,na,na,na,0,na
751,240720-131431,-12.6778,-69.1682,12,12,Agricultura,Bamboo,Grass,ssf,0,cran,,,,,,,,,,215,u,6,,q,5,3,14,0,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,5,0,0,na,na,na,na,na,na,na,na,na,na,0,na
752,240720-131431,-12.6778,-69.1682,12,12,Agricultura,Bamboo,Grass,ssf,0,cran,,,,,,,,,,210,u,8,,q,5,3,14,1,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,5,0,0,na,na,na,na,na,na,na,na,na,na,0,na
753,240720-131431,-12.6778,-69.1682,12,12,Agricultura,Bamboo,Grass,ssf,0,cran,,,,,,,,,,208,u,8,,q,5,3,14,0,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,5,0,0,na,na,na,na,na,na,na,na,na,na,0,na
754,240720-131431,-12.6778,-69.1682,12,12,Agricultura,Bamboo,Grass,ssf,0,cran,,,,,,,,,,167,u,9,,q,5,3,14,1,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,5,0,0,na,na,na,na,na,na,na,na,na,na,0,na
755,240720-131431,-12.6778,-69.1682,12,12,Agricultura,Bamboo,Grass,ssf,0,cran,,,,,,,,,,178,u,3,,q,5,3,14,1,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,5,0,0,na,na,na,na,na,na,na,na,na,na,0,na
