na,Timestamp,lat,long,obs1,Obs1_bird_dist,shooter,Shoot_bird_dist,obs2,Obs2_bird_dist,hwk,Habitat_Primary,Habitat_Under_Dom1,Habitat_Under_Dom2,Basal Area 10m,Dbh_largest,AudioID,VisualID,SocialGroup,Target,Spp,Scientific,BirdTree,Angle,Sex,Proximity,Audio_React,Flight_dist,Flight_apex,Flight_proximity,Pre_Bird_Height,Forage_Tree_height,Veg_dense_under,Veg_under_height,Pre_Bird_Dense,Pre_Vocal,Pre_Behav,Mid_Vocal,"Mid ,Behav",Post_Vocal,Post_Behav,Freeze_Time_sec,Post_Dist (Dive_Dist),Post_Bird_Height,Post_Bird_Dense,Veg_mid_low,Veg_mid_high,Veg_can_low,Veg_can_high,5m_dense,Rad_01,Rad_02,Rad_03,Rad_04,Rad_05,Rad_06,Rad_07,Rad_08,Rad_09,Rad_10,Notes,Behav_notes,Veg_dense_mid,Veg_under_low,Veg_notes,zoom_wav,voice_record_wav,Rec_reviewed,Recording_Notes,selection,call_type,AlarmExport,alarm,flock
208,230729-101604,na,na,na,na,na,na,na,na,1,2,tree,no,3,107,na,1,msf,1,euch,Euphonia chlorotica,Euphonia chlorotica,na,f,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,17,20,34,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
209,230729-101604,na,na,na,na,na,na,na,na,1,2,tree,no,3,107,na,1,msf,1,toas,Tolmomyias assimilis,Tolmomyias assimilis,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,17,20,34,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
210,230729-115423,-12.532092,-69.009997,na,11,na,na,na,na,1,2,tree,no,4,61,na,1,pair,1,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,na,u,2,q,15,5,2,4,13,3223,na,2000,quiet,chase,quiet,hd,quiet,dive,5,4,3,2211,8,16,16,30,na,2,3,2,1,1,1,1,1,1,1,"XIGU pair was chasing eachother around on a trunk. One split off just before Hwk, but the one that remained hid behind the trunk away from danger, stayed out of sight for 5sec, then flew to denser area.",na,na,na,na,na,na,na,na,na,na,na,0,na
211,230729-115423,na,na,na,na,na,na,na,na,1,2,tree,no,4,61,na,1,pair,1,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8,16,16,30,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
212,230730-065941,-12.52722,-69.01688,na,8,na,na,na,na,1,banana,mowed,no,2,63,na,1,msf,1,myca,Myiozetetes cayanensis,Myiozetetes cayanensis,na,u,1,a,16,3,1,3,11,0000,na,1000,call,ss,alarm,dv,alarm,sit,0,5,6,3210,5,11,no,no,na,1,1,1,1,2,2,2,2,2,2,Calling from exposed perch. Hwk passed just beneath and bird dove to denser cover and gave an immediate call that wavered and was louder. Then it called with much higher ratte and that may have riled up the flock because all started calling and more spp were attracted to tree,na,na,na,na,na,na,na,na,na,na,20230730_065941_Myiozetetes_cayanensis_u_a.wav,1,na
213,230730-065941,na,na,na,na,na,na,na,na,1,banana,mowed,no,2,63,na,1,msf,1,mysi,Myiozetetes similis,Myiozetetes similis,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,11,no,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
214,230730-065941,na,na,na,na,na,na,na,na,1,banana,mowed,no,2,63,na,1,msf,1,raca,Ramphocelus carbo,Ramphocelus carbo,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,11,no,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
215,230730-065941,na,na,na,na,na,na,na,na,1,banana,mowed,no,2,63,na,1,msf,1,raca,Ramphocelus carbo,Ramphocelus carbo,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,11,no,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
216,230730-065941,na,na,na,na,na,na,na,na,1,banana,mowed,no,2,63,na,1,msf,1,raca,Ramphocelus carbo,Ramphocelus carbo,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,11,no,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
217,230730-065941,na,na,na,na,na,na,na,na,1,banana,mowed,no,2,63,na,1,msf,1,raca,Ramphocelus carbo,Ramphocelus carbo,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,11,no,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
218,230730-065941,na,na,na,na,na,na,na,na,1,banana,mowed,no,2,63,na,1,msf,1,raca,Ramphocelus carbo,Ramphocelus carbo,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,11,no,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
219,230730-065941,na,na,na,na,na,na,na,na,1,banana,mowed,no,2,63,na,1,msf,1,mygr,Myiozetetes granadensis,Myiozetetes granadensis,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,11,no,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
220,230730-073916,-12.527390,-69.016045,na,9,na,na,na,na,0,banana,mowed,no,0,24,na,1,ssf,1,thep,Thraupis episcopus,Thraupis episcopus,na,u,2,q,21,4,2,4,8,0000,na,2212,call,glean,quiet,forage,s,move,0,3,5,2222,3,8,no,no,na,1,1,1,2,3,3,3,3,1,0,"3 individuals other than target, all with no change in foraging, vocal, or movement behaviors",na,na,na,na,na,na,na,na,na,na,na,0,
221,230730-073916,na,na,na,na,na,na,na,na,0,banana,mowed,no,0,24,na,1,ssf,1,thep,Thraupis episcopus,Thraupis episcopus,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3,8,no,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
222,230730-073916,na,na,na,na,na,na,na,na,0,banana,mowed,no,0,24,na,1,ssf,1,thep,Thraupis episcopus,Thraupis episcopus,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3,8,no,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
223,230730-073916,na,na,na,na,na,na,na,na,0,banana,mowed,no,0,24,na,1,ssf,1,thep,Thraupis episcopus,Thraupis episcopus,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3,8,no,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
224,230731-090508,-12.53660,-69.00534,na,8,na,na,na,na,1,2,palm,tree,5,58,na,1,msf,1,myax,Myrmotherula axillaris,Myrmotherula axillaris,na,f,1,q,15,2,1,2,4,3213,na,2211,call,glean,quiet,dv,c,u,0,6,5,3323,5,14,19,32,na,3,2,3,1,2,2,2,2,2,2,"MYAX_F target was calling and foraging near MYAX_M and when open I fired hwk at her. she flew away into dense veg, but M gave an alarm while HWK was in flight. Then all birds made a vacant area about 15m in radius from where the alarm was.",na,na,na,na,na,na,na,na,na,na,na,0,na
225,230731-090508,na,na,na,na,na,na,na,na,1,2,palm,tree,5,58,na,1,msf,1,myax,Myrmotherula axillaris,Myrmotherula axillaris,na,m,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,14,19,32,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
226,230731-090508,na,na,na,na,na,na,na,na,1,2,palm,tree,5,58,na,1,msf,1,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,na,m,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,14,19,32,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
227,230731-090508,na,na,na,na,na,na,na,na,1,2,palm,tree,5,58,na,1,msf,1,tasc,Tangara schrankii,Tangara schrankii,na,m,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,14,19,32,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
228,230731-090508,na,na,na,na,na,na,na,na,1,2,palm,tree,5,58,na,1,msf,1,tasc,Tangara schrankii,Tangara schrankii,na,f,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,14,19,32,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
229,230731-114522,-12.536592,-69.009320,na,11,na,na,na,na,0,2,palm,tree,4,60,na,1,msf,1,haru,Habia rubica,Habia rubica,na,m,1,q,16,3,1,2,4,0211,na,1122,call,feeding_gl,quiet,vs,quiet,feeding,4,1,3,2212,6,13,24,30,na,1,2,1,2,2,3,3,2,2,2,"HARU_M was feeding a fledgling. HARU_F was staying close to them. MSF was foraging near and sticking fairly close together. MYAX and XXIGU were within 5m of control, and had no reaction. Male gave a quick look at the sound the arrow made for 4sec, then continued feeding the fledge.",na,na,na,na,na,na,na,na,na,na,na,0,
230,230731-114522,na,na,na,na,na,na,na,na,0,2,palm,tree,4,60,na,1,msf,1,haru,Habia rubica,Habia rubica,na,f,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,13,24,30,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
231,230731-114522,na,na,na,na,na,na,na,na,0,2,palm,tree,4,60,na,1,msf,1,haru,Habia rubica,Habia rubica,na,j,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,13,24,30,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
232,230731-114522,na,na,na,na,na,na,na,na,0,2,palm,tree,4,60,na,1,msf,1,hegr,Hemitriccus griseipectus,Hemitriccus griseipectus,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,13,24,30,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
233,230731-114522,na,na,na,na,na,na,na,na,0,2,palm,tree,4,60,na,1,msf,1,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,13,24,30,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
234,230801-074612,-12.53388,-69.00996,na,6,na,na,na,na,1,2 old,tree,heli,5,138,na,1,msf,1,myle,Myrmoborus leucophrys,Myrmoborus leucophrys,na,f,2,a,16,3,2,2,3,3322,na,1001,quiet,glean,alarm,dv,quiet,u,0,11,0,3433,3,19,22,32,na,4,4,4,1,1,2,2,1,2,2,"MYLE_F was foraging on gr for DL, flew up to exposed spot, I launched the hawk. she gave a single, loud, high call and dove out of sight 11m into dense veg to GR and stayed quiet after. The MYLE wasn't calling before either. Other spp had no reaction.",na,na,na,na,na,na,na,na,na,na,20230801_074612_Myrmoborus_leucophrys_f_a.wav,1,na
235,230801-074612,na,na,na,na,na,na,na,na,1,2 old,tree,heli,5,138,na,1,msf,1,myle,Myrmoborus leucophrys,Myrmoborus leucophrys,na,m,7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3,19,22,32,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
236,230801-074612,na,na,na,na,na,na,na,na,1,2 old,tree,heli,5,138,na,1,msf,1,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,na,f,18,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3,19,22,32,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
237,230801-074612,na,na,na,na,na,na,na,na,1,2 old,tree,heli,5,138,na,1,msf,1,cyar,Cyphorhinus arada,Cyphorhinus arada,na,u,11,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3,19,22,32,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
238,230801-083023,-12.53372,-69.01070,na,11,na,na,na,na,1,2,palm,no,2,39,na,1,msf,1,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,na,m,3,c,18,4,3,4,28,2122,na,2111,c1,sh,call,dv,c3,u,0,13,3,3333,5,18,21,34,na,3,4,2,4,1,3,3,2,2,2,"THAR_M was foraging SH_GL and calling pre. THen when it was facing open toward hwk flight, it dove 13m, made 2 single call notes, one from the air, then from a denser palm, Next it flew again to 23m away and called with a more rapid pace several times.",na,na,na,na,na,na,na,na,na,na,na,0,na
239,230801-083023,na,na,na,na,na,na,na,na,1,2,palm,no,2,39,na,1,msf,1,haru,Habia rubica,Habia rubica,na,m,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,18,21,34,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
240,230801-083023,na,na,na,na,na,na,na,na,1,2,palm,no,2,39,na,1,msf,1,myax,Myrmotherula axillaris,Myrmotherula axillaris,na,f,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,18,21,34,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
241,230801-083023,na,na,na,na,na,na,na,na,1,2,palm,no,2,39,na,1,msf,1,cyar,Cyphorhinus arada,Cyphorhinus arada,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,18,21,34,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
242,230801-083023,na,na,na,na,na,na,na,na,1,2,palm,no,2,39,na,1,msf,1,cyar,Cyphorhinus arada,Cyphorhinus arada,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,18,21,34,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
243,230801-091257,-12.53375,-69.01137,na,9,na,na,na,na,0,2,palm,swamp,2,20,na,1,msf,1,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,na,u,3,q,26,4,3,4,17,2223,na,1230,quiet,pr,quiet,pr,quiet,pr,0,0,4,1230,5,8,8,18,na,3,4,4,3,3,2,1,1,1,1,"XIGU & MYLO_F within 3m of control arrow. Neither had a reaction. [MYLO,pre density 2331, height 2, under dense 1223, behave pre mid post = Q_GL_GL] Other birds also had no reaction, but weren't seen.",na,na,na,na,na,na,na,na,na,na,na,0,
244,230801-091257,na,na,na,na,na,na,na,na,0,2,palm,swamp,2,20,na,1,msf,1,mylo,Myrmotherula longipennis,Myrmotherula longipennis,na,f,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,8,8,18,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
245,230801-091257,na,na,na,na,na,na,na,na,0,2,palm,swamp,2,20,na,1,msf,1,mylo,Myrmotherula longipennis,Myrmotherula longipennis,na,m,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,8,8,18,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
246,230801-091257,na,na,na,na,na,na,na,na,0,2,palm,swamp,2,20,na,1,msf,1,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,na,m,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,8,8,18,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
247,230801-091257,na,na,na,na,na,na,na,na,0,2,palm,swamp,2,20,na,1,msf,1,myax,Myrmotherula axillaris,Myrmotherula axillaris,na,f,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,8,8,18,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
248,230801-091257,na,na,na,na,na,na,na,na,0,2,palm,swamp,2,20,na,1,msf,1,cese,Cercomacroides serva,Cercomacra serva,na,m,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,8,8,18,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
249,230801-105233,-12.53258,-69.00819,na,5,na,na,na,na,1,2,tree,no,3,44,na,1,lek,1,pifa,Pipra fasciicauda,Pipra fasciicauda,na,m,2,q,15,4,2,3,4,2111,na,3310,quiet,ss,quiet,dv,quiet,u,0,5,2,3323,5,7,13,25,na,1,3,3,3,2,1,1,1,1,1,"PIFA_M was alone and not calling or singing, and was perched in open facing hawk flight. It made a floppy dive into dense veg 5m away and I lost it. The floppy dive wnet immediate to dense, then I followed the movement to really dense.",na,na,na,na,na,na,na,na,na,na,na,0,na
250,230802-124836,-12.52650,-69.01682,na,8,na,na,na,na,1,edge,mowed,no,0,no,na,1,ssf,1,brcy,Brotogeris cyanoptera,Brotogeris cyanoptera,na,u,2,c,18,5,2,3,3,1222,na,3333,call,glean,call,forage,c,gl,0,3,3,3333,na,na,na,na,na,1,2,2,1,1,1,1,1,1,1,"Noisy flock was in a hibiscus with another noisy group of BRCY neaby in some canopy. Hwk went right over and nothing happened. When I walked by, the flock took off to the other canopy flock in a very noisy way.",na,na,na,na,na,na,na,na,na,na,na,0,na
251,230802-132055,-12.52657,-69.01676,na,7,na,na,na,na,1,edge,mowed,no,1,26,na,1,msf,1,cyvi,Cyanocorax violaceus,Cyanocorax violaceus,na,u,1,a,15,3,1,3,5,3101,na,3323,call,pu,alarm,dv,alarm,vs,0,16,13,2231,na,na,na,na,na,1,2,2,2,1,1,1,1,1,1,"The birds flew into a citrus tree together and were pulling orange slices apart. the CYVI made an immediate 3 part call, once in the air. Which was repeated from neighboring canopy tree. This was replied to by another CYVI (also a 3 part call). Then a PSAN, not initially present, flew in right beside the tar CYVI and did a VS. All target flock within 1 meter of Hwk proximity.",na,na,na,na,na,na,na,na,na,na,20230802_132055_Cyanocorax_violaceus_u_a.wav,1,na
252,230802-132055,na,na,na,na,na,na,na,na,1,edge,mowed,no,1,26,na,1,msf,1,psde,Psarocolius decumanus,Psarocolius decumanus,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
253,230802-132055,na,na,na,na,na,na,na,na,1,edge,mowed,no,1,26,na,1,msf,1,psde,Psarocolius decumanus,Psarocolius decumanus,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
254,230802-132055,na,na,na,na,na,na,na,na,1,edge,mowed,no,1,26,na,1,msf,1,cace,Cacicus cela,Cacicus cela,na,u,2,a,na,na,na,na,na,na,na,na,na,na,alarm,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,20230802_132055_Cacicus_cela_u_a.wav,1,na
255,230802-132055,na,na,na,na,na,na,na,na,1,edge,mowed,no,1,26,na,1,msf,1,cace,Cacicus cela,Cacicus cela,na,u,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
256,230803-065040,-12.528427,-69.013968,na,8,na,na,na,na,1,2,tree,no,6,95,na,1,solo,0,foan,Formicarius analis,Formicarius analis,na,u,2,c,14,2,2,0,na,1111,na,1111,quiet,fl,call,dv,quiet,u,0,22,u,NA,7,13,22,35,na,1,2,1,2,1,1,2,2,2,1,FOAN was foraging on GR pulling up DL with the back of it's bill and tossing them over. Hwk flew close and it called a loud and rapid as it flew out of sight to GR 22m away.,na,na,na,na,na,na,na,na,na,na,na,0,na
257,230803-082550,-12.53161,-69.00814,na,6,na,na,na,na,0,2,vine,palm,2,43,na,1,lek,1,pifa,Pipra fasciicauda,Pipra fasciicauda,na,m,2,na,18,3,2,3,13,3324,na,2303,song,lek,song,lek,s,lek,0,0,3,2303,6,9,16,19,na,4,4,3,3,2,1,1,1,1,1,"4 PIFA_M were within 2m of control, all singing and lekking with eachother, flying back and forth across a viney bowl depression. Not even one flinched at the control arrow.",na,na,na,na,na,na,na,na,na,na,na,0,
258,230803-082550,na,na,na,na,na,na,na,na,0,2,vine,palm,2,43,na,1,lek,1,pifa,Pipra fasciicauda,Pipra fasciicauda,na,m,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,9,16,19,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
259,230803-082550,na,na,na,na,na,na,na,na,0,2,vine,palm,2,43,na,1,lek,1,pifa,Pipra fasciicauda,Pipra fasciicauda,na,m,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,9,16,19,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
260,230803-082550,na,na,na,na,na,na,na,na,0,2,vine,palm,2,43,na,1,lek,1,pifa,Pipra fasciicauda,Pipra fasciicauda,na,m,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,9,16,19,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,
261,230803-085033,-12.53164,-69.00828,na,13,na,na,na,na,1,2,vine,palm,2,37,na,1,pair,1,myax,Myrmotherula axillaris,Myrmotherula axillaris,na,m,4,c,10,4,4,4,12,2233,na,1233,call,glean,call,forage,c,gl,0,0,4,1233,7,15,no,no,na,4,4,3,2,3,2,2,1,1,1,"MYAX_M banded red on left leg. Hwk Flight hit a tree well short of the birds... No reactions, just kept foraging.",na,na,na,na,na,na,na,na,na,na,na,0,na
262,230803-085033,na,na,na,na,na,na,na,na,1,2,vine,palm,2,37,na,1,pair,1,myax,Myrmotherula axillaris,Myrmotherula axillaris,na,f,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,7,15,no,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
263,230803-092549,-12.53144,-69.00830,na,12,na,na,na,na,1,2,tree,heli,2,76,na,1,msf,1,myax,Myrmotherula axillaris,Myrmotherula axillaris,na,m,2,a,15,3,2,4,19,1333,na,2133,call,glean,alarm,"fz ,dv",c,gl,30,1,5,3323,6,19,no,no,na,3,4,2,1,2,3,3,2,2,2,"MYAX M and F together close within 1m of eachother. Hwk passed 2m close and M made a single call in air for Hwk, dove to denser area, froze for 30sec and VS. F just froze for 30sec and VS. Then both started foraging again. MSF was close, but not close enough to react?",na,na,na,na,na,na,na,na,na,na,20230803_092549_Myrmotherula_axillaris_m_a.wav,1,na
264,230803-092549,na,na,na,na,na,na,na,na,1,2,tree,heli,2,76,na,1,msf,1,myax,Myrmotherula axillaris,Myrmotherula axillaris,na,f,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,19,no,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
265,230803-092549,na,na,na,na,na,na,na,na,1,2,tree,heli,2,76,na,1,msf,1,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,na,m,9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,19,no,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
266,230803-092549,na,na,na,na,na,na,na,na,1,2,tree,heli,2,76,na,1,msf,1,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,na,f,11,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,19,no,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
267,230803-092549,na,na,na,na,na,na,na,na,1,2,tree,heli,2,76,na,1,msf,1,thsy,Thamnomanes schistogynus,Thamnomanes schistogynus,na,f,14,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,19,no,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
268,230803-101025,-12.531564,-69.007936,na,4,na,na,na,na,1,2,heli,palm,2,39,na,1,solo,1,myhy,Myrmelastes hyperythrus,Myrmeciza hyperythra,na,m,1,q,17,2,1,1,no,3333,na,3333,call,glean,quiet,"fz ,vs",quiet,dive,118,8,0,3433,4,8,16,22,na,3,4,1,2,2,1,2,3,1,1,"Male was very active for over 30min. Then immediately froze solid, not even moving head for about 20sec. Then it VS up to sky for the rest of the 118sec freeze. Next it dove 8m to ground and remained silent. No more sound even at 1024.",na,na,na,na,na,na,na,na,na,na,na,0,na
269,230803-112657,-12.53208,-69.01219,na,11,na,na,na,na,1,2 old,palm,tree,9,131,na,1,msf,1,haru,Habia rubica,Habia rubica,na,m,7,a,16,3,7,2,3,1111,na,2110,call,sh,alarm,vs,c,vs,0,2,4,3222,5,8,17,27,na,1,2,3,3,1,2,3,2,3,2,"HARU M and F calling with ratchet typical call 1. hwk flew open and male HARU gave a short bubbly sounding call, which riled up both MYLO M and F to giving a rapid series of calls. This may have also attracted the XIGU.",na,na,na,na,na,na,na,na,na,na,20230803_112657_Habia_rubica_m_a.wav,1,na
270,230803-112657,na,na,na,na,na,na,na,na,1,2 old,palm,tree,9,131,na,1,msf,1,haru,Habia rubica,Habia rubica,na,f,8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,8,17,27,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
271,230803-112657,na,na,na,na,na,na,na,na,1,2 old,palm,tree,9,131,na,1,msf,1,mylo,Myrmotherula longipennis,Myrmotherula longipennis,na,m,10,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,8,17,27,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
272,230803-112657,na,na,na,na,na,na,na,na,1,2 old,palm,tree,9,131,na,1,msf,1,mylo,Myrmotherula longipennis,Myrmotherula longipennis,na,f,10,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,8,17,27,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
273,230803-112657,na,na,na,na,na,na,na,na,1,2 old,palm,tree,9,131,na,1,msf,1,xigu,Xiphorhynchus guttatus,Xiphorhynchus guttatus,na,u,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,8,17,27,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
